Index,ModelFamily,ModelType,ModelInstance,Examination,ID,Consensus,Solutions,Nupn,FormulaType
1,ARMCacheCoherence,PT,none,UpperBounds,00,1,3,NUPN,UNKNOWN
2,ARMCacheCoherence,PT,none,UpperBounds,01,1,3,NUPN,UNKNOWN
3,ARMCacheCoherence,PT,none,UpperBounds,02,1,3,NUPN,UNKNOWN
4,ARMCacheCoherence,PT,none,UpperBounds,03,1,3,NUPN,UNKNOWN
5,ARMCacheCoherence,PT,none,UpperBounds,04,1,3,NUPN,UNKNOWN
6,ARMCacheCoherence,PT,none,UpperBounds,05,1,3,NUPN,UNKNOWN
7,ARMCacheCoherence,PT,none,UpperBounds,06,1,3,NUPN,UNKNOWN
8,ARMCacheCoherence,PT,none,UpperBounds,07,1,3,NUPN,UNKNOWN
9,ARMCacheCoherence,PT,none,UpperBounds,08,1,3,NUPN,UNKNOWN
10,ARMCacheCoherence,PT,none,UpperBounds,09,1,3,NUPN,UNKNOWN
11,ARMCacheCoherence,PT,none,UpperBounds,10,1,3,NUPN,UNKNOWN
12,ARMCacheCoherence,PT,none,UpperBounds,11,1,3,NUPN,UNKNOWN
13,ARMCacheCoherence,PT,none,UpperBounds,12,1,3,NUPN,UNKNOWN
14,ARMCacheCoherence,PT,none,UpperBounds,13,1,3,NUPN,UNKNOWN
15,ARMCacheCoherence,PT,none,UpperBounds,14,1,3,NUPN,UNKNOWN
16,ARMCacheCoherence,PT,none,UpperBounds,15,1,3,NUPN,UNKNOWN
17,ASLink,PT,01a,UpperBounds,00,1,3,NUPN,UNKNOWN
18,ASLink,PT,01a,UpperBounds,01,1,3,NUPN,UNKNOWN
19,ASLink,PT,01a,UpperBounds,02,1,3,NUPN,UNKNOWN
20,ASLink,PT,01a,UpperBounds,03,1,3,NUPN,UNKNOWN
21,ASLink,PT,01a,UpperBounds,04,1,3,NUPN,UNKNOWN
22,ASLink,PT,01a,UpperBounds,05,1,3,NUPN,UNKNOWN
23,ASLink,PT,01a,UpperBounds,06,1,3,NUPN,UNKNOWN
24,ASLink,PT,01a,UpperBounds,07,1,3,NUPN,UNKNOWN
25,ASLink,PT,01a,UpperBounds,08,1,3,NUPN,UNKNOWN
26,ASLink,PT,01a,UpperBounds,09,1,3,NUPN,UNKNOWN
27,ASLink,PT,01a,UpperBounds,10,1,3,NUPN,UNKNOWN
28,ASLink,PT,01a,UpperBounds,11,1,3,NUPN,UNKNOWN
29,ASLink,PT,01a,UpperBounds,12,1,3,NUPN,UNKNOWN
30,ASLink,PT,01a,UpperBounds,13,1,3,NUPN,UNKNOWN
31,ASLink,PT,01a,UpperBounds,14,1,3,NUPN,UNKNOWN
32,ASLink,PT,01a,UpperBounds,15,1,3,NUPN,UNKNOWN
33,ASLink,PT,02a,UpperBounds,00,1,3,NUPN,UNKNOWN
34,ASLink,PT,02a,UpperBounds,01,1,3,NUPN,UNKNOWN
35,ASLink,PT,02a,UpperBounds,02,1,3,NUPN,UNKNOWN
36,ASLink,PT,02a,UpperBounds,03,1,3,NUPN,UNKNOWN
37,ASLink,PT,02a,UpperBounds,04,1,3,NUPN,UNKNOWN
38,ASLink,PT,02a,UpperBounds,05,1,3,NUPN,UNKNOWN
39,ASLink,PT,02a,UpperBounds,06,1,3,NUPN,UNKNOWN
40,ASLink,PT,02a,UpperBounds,07,1,3,NUPN,UNKNOWN
41,ASLink,PT,02a,UpperBounds,08,1,3,NUPN,UNKNOWN
42,ASLink,PT,02a,UpperBounds,09,1,3,NUPN,UNKNOWN
43,ASLink,PT,02a,UpperBounds,10,1,3,NUPN,UNKNOWN
