ARMCacheCoherence-PT-none-ReachabilityCardinality-00 AG 203
ARMCacheCoherence-PT-none-ReachabilityCardinality-01 AG 7
ARMCacheCoherence-PT-none-ReachabilityCardinality-02 AG 69
ARMCacheCoherence-PT-none-ReachabilityCardinality-03 AG 65
ARMCacheCoherence-PT-none-ReachabilityCardinality-04 EF 156
ARMCacheCoherence-PT-none-ReachabilityCardinality-05 AG 12
ARMCacheCoherence-PT-none-ReachabilityCardinality-06 AG 260
ARMCacheCoherence-PT-none-ReachabilityCardinality-07 EF 20
ARMCacheCoherence-PT-none-ReachabilityCardinality-08 AG 7
ARMCacheCoherence-PT-none-ReachabilityCardinality-09 AG 13
ARMCacheCoherence-PT-none-ReachabilityCardinality-10 AG 65
ARMCacheCoherence-PT-none-ReachabilityCardinality-11 AG 194
ARMCacheCoherence-PT-none-ReachabilityCardinality-12 AG 277
ARMCacheCoherence-PT-none-ReachabilityCardinality-13 AG 324
ARMCacheCoherence-PT-none-ReachabilityCardinality-14 AG 178
ARMCacheCoherence-PT-none-ReachabilityCardinality-15 AG 111
ARMCacheCoherence-PT-none-ReachabilityFireability-00 AG 119
ARMCacheCoherence-PT-none-ReachabilityFireability-01 AG 13
ARMCacheCoherence-PT-none-ReachabilityFireability-02 EF 63
ARMCacheCoherence-PT-none-ReachabilityFireability-03 EF 54
ARMCacheCoherence-PT-none-ReachabilityFireability-04 EF 47
ARMCacheCoherence-PT-none-ReachabilityFireability-05 AG 41
ARMCacheCoherence-PT-none-ReachabilityFireability-06 EF 5
ARMCacheCoherence-PT-none-ReachabilityFireability-07 EF 84
ARMCacheCoherence-PT-none-ReachabilityFireability-08 EF 55
ARMCacheCoherence-PT-none-ReachabilityFireability-09 EF 57
ARMCacheCoherence-PT-none-ReachabilityFireability-10 EF 98
ARMCacheCoherence-PT-none-ReachabilityFireability-11 EF 5
ARMCacheCoherence-PT-none-ReachabilityFireability-12 EF 80
ARMCacheCoherence-PT-none-ReachabilityFireability-13 AG 6
ARMCacheCoherence-PT-none-ReachabilityFireability-14 EF 90
