ARMCacheCoherence-PT-none-ReachabilityCardinality-00 AG 9
ARMCacheCoherence-PT-none-ReachabilityCardinality-01 EF 36
ARMCacheCoherence-PT-none-ReachabilityCardinality-02 EF 12
ARMCacheCoherence-PT-none-ReachabilityCardinality-03 AG 5
ARMCacheCoherence-PT-none-ReachabilityCardinality-04 AG 1
ARMCacheCoherence-PT-none-ReachabilityCardinality-05 AG 3
ARMCacheCoherence-PT-none-ReachabilityCardinality-06 AG 1
ARMCacheCoherence-PT-none-ReachabilityCardinality-07 EF 3
ARMCacheCoherence-PT-none-ReachabilityCardinality-08 AG 81
ARMCacheCoherence-PT-none-ReachabilityCardinality-09 AG 4
ARMCacheCoherence-PT-none-ReachabilityCardinality-10 AG 114
ARMCacheCoherence-PT-none-ReachabilityCardinality-11 AG 1
ARMCacheCoherence-PT-none-ReachabilityCardinality-12 AG 114
ARMCacheCoherence-PT-none-ReachabilityCardinality-13 AG 172
ARMCacheCoherence-PT-none-ReachabilityCardinality-14 EF 31
ARMCacheCoherence-PT-none-ReachabilityCardinality-15 AG 142
ARMCacheCoherence-PT-none-ReachabilityFireability-00 EF 58
ARMCacheCoherence-PT-none-ReachabilityFireability-01 EF 52
ARMCacheCoherence-PT-none-ReachabilityFireability-02 AG 9
ARMCacheCoherence-PT-none-ReachabilityFireability-03 AG 34
ARMCacheCoherence-PT-none-ReachabilityFireability-04 AG 73
ARMCacheCoherence-PT-none-ReachabilityFireability-05 AG 2
ARMCacheCoherence-PT-none-ReachabilityFireability-06 AG 2
ARMCacheCoherence-PT-none-ReachabilityFireability-07 EF 3
ARMCacheCoherence-PT-none-ReachabilityFireability-08 EF 53
ARMCacheCoherence-PT-none-ReachabilityFireability-09 EF 64
ARMCacheCoherence-PT-none-ReachabilityFireability-10 EF 5
ARMCacheCoherence-PT-none-ReachabilityFireability-11 EF 66
ARMCacheCoherence-PT-none-ReachabilityFireability-12 AG 58
ARMCacheCoherence-PT-none-ReachabilityFireability-13 EF 1
ARMCacheCoherence-PT-none-ReachabilityFireability-14 AG 58
ARMCacheCoherence-PT-none-ReachabilityFireability-15 EF 23
ASLink-PT-01a-ReachabilityCardinality-00 AG 164
ASLink-PT-01a-ReachabilityCardinality-01 AG 62
ASLink-PT-01a-ReachabilityCardinality-02 EF 2
ASLink-PT-01a-ReachabilityCardinality-03 AG 1
ASLink-PT-01a-ReachabilityCardinality-04 EF 1
ASLink-PT-01a-ReachabilityCardinality-05 EF 2
ASLink-PT-01a-ReachabilityCardinality-06 AG 2
ASLink-PT-01a-ReachabilityCardinality-07 EF 42
ASLink-PT-01a-ReachabilityCardinality-08 AG 10
ASLink-PT-01a-ReachabilityCardinality-09 EF 5
ASLink-PT-01a-ReachabilityCardinality-10 AG 2
ASLink-PT-01a-ReachabilityCardinality-11 EF 2
ASLink-PT-01a-ReachabilityCardinality-12 AG 3
ASLink-PT-01a-ReachabilityCardinality-13 AG 70
ASLink-PT-01a-ReachabilityCardinality-14 EF 57
ASLink-PT-01a-ReachabilityCardinality-15 AG 36
ASLink-PT-01a-ReachabilityFireability-00 EF 19
ASLink-PT-01a-ReachabilityFireability-01 EF 1
ASLink-PT-01a-ReachabilityFireability-02 EF 229
ASLink-PT-01a-ReachabilityFireability-03 EF 8
