ARMCacheCoherence-PT-none-ReachabilityCardinality-00 AG 7
ARMCacheCoherence-PT-none-ReachabilityCardinality-01 AG 7
ARMCacheCoherence-PT-none-ReachabilityCardinality-02 EF 8
ARMCacheCoherence-PT-none-ReachabilityCardinality-03 EF 158
ARMCacheCoherence-PT-none-ReachabilityCardinality-04 AG 77
ARMCacheCoherence-PT-none-ReachabilityCardinality-05 AG 7
ARMCacheCoherence-PT-none-ReachabilityCardinality-06 EF 7
ARMCacheCoherence-PT-none-ReachabilityCardinality-07 AG 7
ARMCacheCoherence-PT-none-ReachabilityCardinality-08 AG 13
ARMCacheCoherence-PT-none-ReachabilityCardinality-09 EF 29
ARMCacheCoherence-PT-none-ReachabilityCardinality-10 EF 12
ARMCacheCoherence-PT-none-ReachabilityCardinality-11 AG 14
ARMCacheCoherence-PT-none-ReachabilityCardinality-12 EF 167
ARMCacheCoherence-PT-none-ReachabilityCardinality-13 EF 14
ARMCacheCoherence-PT-none-ReachabilityCardinality-14 AG 18
ARMCacheCoherence-PT-none-ReachabilityCardinality-15 EF 9
ARMCacheCoherence-PT-none-ReachabilityFireability-00 EF 79
ARMCacheCoherence-PT-none-ReachabilityFireability-01 AG 15
ARMCacheCoherence-PT-none-ReachabilityFireability-02 AG 183
ARMCacheCoherence-PT-none-ReachabilityFireability-03 AG 151
ARMCacheCoherence-PT-none-ReachabilityFireability-04 AG 20
ARMCacheCoherence-PT-none-ReachabilityFireability-05 AG 13
ARMCacheCoherence-PT-none-ReachabilityFireability-06 AG 176
ARMCacheCoherence-PT-none-ReachabilityFireability-07 EF 96
ARMCacheCoherence-PT-none-ReachabilityFireability-08 AG 88
ARMCacheCoherence-PT-none-ReachabilityFireability-09 EF 80
ARMCacheCoherence-PT-none-ReachabilityFireability-10 AG 24
ARMCacheCoherence-PT-none-ReachabilityFireability-11 EF 8
ARMCacheCoherence-PT-none-ReachabilityFireability-12 AG 6
ARMCacheCoherence-PT-none-ReachabilityFireability-13 EF 5
ARMCacheCoherence-PT-none-ReachabilityFireability-14 AG 227
ARMCacheCoherence-PT-none-ReachabilityFireability-15 EF 145
ASLink-PT-01a-ReachabilityCardinality-00 EF 19
ASLink-PT-01a-ReachabilityCardinality-01 EF 26
ASLink-PT-01a-ReachabilityCardinality-02 EF 67
ASLink-PT-01a-ReachabilityCardinality-03 AG 12
ASLink-PT-01a-ReachabilityCardinality-04 EF 36
ASLink-PT-01a-ReachabilityCardinality-05 EF 201
ASLink-PT-01a-ReachabilityCardinality-06 AG 8
ASLink-PT-01a-ReachabilityCardinality-07 AG 76
ASLink-PT-01a-ReachabilityCardinality-08 EF 180
ASLink-PT-01a-ReachabilityCardinality-09 AG 133
ASLink-PT-01a-ReachabilityCardinality-10 AG 98
ASLink-PT-01a-ReachabilityCardinality-11 EF 7
ASLink-PT-01a-ReachabilityCardinality-12 AG 13
ASLink-PT-01a-ReachabilityCardinality-13 AG 8
ASLink-PT-01a-ReachabilityCardinality-14 AG 36
ASLink-PT-01a-ReachabilityCardinality-15 AG 193
ASLink-PT-01a-ReachabilityFireability-00 EF 108
ASLink-PT-01a-ReachabilityFireability-01 EF 88
ASLink-PT-01a-ReachabilityFireability-02 AG 146
ASLink-PT-01a-ReachabilityFireability-03 AG 99
ASLink-PT-01a-ReachabilityFireability-04 AG 70
ASLink-PT-01a-ReachabilityFireability-05 EF 5
ASLink-PT-01a-ReachabilityFireability-06 EF 5
ASLink-PT-01a-ReachabilityFireability-07 AG 12
ASLink-PT-01a-ReachabilityFireability-08 EF 127
ASLink-PT-01a-ReachabilityFireability-09 AG 9
ASLink-PT-01a-ReachabilityFireability-10 AG 6
ASLink-PT-01a-ReachabilityFireability-11 EF 8
ASLink-PT-01a-ReachabilityFireability-12 EF 5
ASLink-PT-01a-ReachabilityFireability-13 EF 8
ASLink-PT-01a-ReachabilityFireability-14 AG 68
ASLink-PT-01a-ReachabilityFireability-15 AG 35
ASLink-PT-01b-ReachabilityCardinality-00 AG 66
ASLink-PT-01b-ReachabilityCardinality-01 AG 8
ASLink-PT-01b-ReachabilityCardinality-02 AG 58
ASLink-PT-01b-ReachabilityCardinality-03 EF 8
ASLink-PT-01b-ReachabilityCardinality-04 AG 91
ASLink-PT-01b-ReachabilityCardinality-05 AG 8
ASLink-PT-01b-ReachabilityCardinality-06 AG 152
ASLink-PT-01b-ReachabilityCardinality-07 EF 63
ASLink-PT-01b-ReachabilityCardinality-08 EF 94
ASLink-PT-01b-ReachabilityCardinality-09 AG 7
ASLink-PT-01b-ReachabilityCardinality-10 AG 8
ASLink-PT-01b-ReachabilityCardinality-11 EF 7
ASLink-PT-01b-ReachabilityCardinality-12 AG 91
ASLink-PT-01b-ReachabilityCardinality-13 AG 8
ASLink-PT-01b-ReachabilityCardinality-14 EF 13
ASLink-PT-01b-ReachabilityCardinality-15 AG 8
ASLink-PT-01b-ReachabilityFireability-00 EF 19
ASLink-PT-01b-ReachabilityFireability-01 EF 34
ASLink-PT-01b-ReachabilityFireability-02 AG 53
ASLink-PT-01b-ReachabilityFireability-03 EF 5
