Index,ModelFamily,ModelType,ModelInstance,Examination,ID,Consensus,Solutions,Nupn,FormulaType
1,ARMCacheCoherence,PT,none,StateSpace,00,320570000,3,NUPN,UNKNOWN
2,ARMCacheCoherence,PT,none,StateSpace,02,1,3,NUPN,UNKNOWN
3,ARMCacheCoherence,PT,none,StateSpace,03,12,3,NUPN,UNKNOWN
4,AirplaneLD,PT,0010,StateSpace,00,43463,3,GEN,UNKNOWN
5,AirplaneLD,PT,0010,StateSpace,02,1,3,GEN,UNKNOWN
6,AirplaneLD,PT,0010,StateSpace,03,38,3,GEN,UNKNOWN
7,AirplaneLD,PT,0020,StateSpace,00,308300,3,GEN,UNKNOWN
8,AirplaneLD,PT,0020,StateSpace,02,1,3,GEN,UNKNOWN
9,AirplaneLD,PT,0020,StateSpace,03,68,3,GEN,UNKNOWN
10,AirplaneLD,PT,0050,StateSpace,00,4471200,3,GEN,UNKNOWN
11,AirplaneLD,PT,0050,StateSpace,02,1,3,GEN,UNKNOWN
12,AirplaneLD,PT,0050,StateSpace,03,158,3,GEN,UNKNOWN
13,AirplaneLD,PT,0100,StateSpace,00,34877000,3,GEN,UNKNOWN
14,AirplaneLD,PT,0100,StateSpace,02,1,3,GEN,UNKNOWN
15,AirplaneLD,PT,0100,StateSpace,03,308,3,GEN,UNKNOWN
16,AirplaneLD,PT,0200,StateSpace,00,275490000,3,GEN,UNKNOWN
17,AirplaneLD,PT,0200,StateSpace,02,1,3,GEN,UNKNOWN
18,AirplaneLD,PT,0200,StateSpace,03,608,3,GEN,UNKNOWN
19,Angiogenesis,PT,01,StateSpace,00,110,3,GEN,UNKNOWN
20,Angiogenesis,PT,01,StateSpace,02,1,3,GEN,UNKNOWN
21,Angiogenesis,PT,01,StateSpace,03,8,3,GEN,UNKNOWN
22,Angiogenesis,PT,05,StateSpace,00,42735000,3,NONE,UNKNOWN
23,Angiogenesis,PT,05,StateSpace,02,5,3,NONE,UNKNOWN
24,Angiogenesis,PT,05,StateSpace,03,40,3,NONE,UNKNOWN
25,Angiogenesis,PT,10,StateSpace,00,822650000000,3,NONE,UNKNOWN
26,Angiogenesis,PT,10,StateSpace,02,10,3,NONE,UNKNOWN
27,Angiogenesis,PT,10,StateSpace,03,80,3,NONE,UNKNOWN
28,Angiogenesis,PT,15,StateSpace,00,11155e11,3,NONE,UNKNOWN
29,Angiogenesis,PT,15,StateSpace,02,15,3,NONE,UNKNOWN
30,Angiogenesis,PT,15,StateSpace,03,120,3,NONE,UNKNOWN
31,AutoFlight,PT,01a,StateSpace,00,253,3,NUPN,UNKNOWN
32,AutoFlight,PT,01a,StateSpace,02,1,3,NUPN,UNKNOWN
33,AutoFlight,PT,01a,StateSpace,03,9,3,NUPN,UNKNOWN
34,AutoFlight,PT,01b,StateSpace,00,48882000,3,NUPN,UNKNOWN
35,AutoFlight,PT,01b,StateSpace,02,1,3,NUPN,UNKNOWN
36,AutoFlight,PT,01b,StateSpace,03,9,3,NUPN,UNKNOWN
37,AutoFlight,PT,02a,StateSpace,00,6949,3,NUPN,UNKNOWN
38,AutoFlight,PT,02a,StateSpace,02,1,3,NUPN,UNKNOWN
39,AutoFlight,PT,02a,StateSpace,03,15,3,NUPN,UNKNOWN
40,AutoFlight,PT,02b,StateSpace,00,16155000000000,3,NUPN,UNKNOWN
41,AutoFlight,PT,02b,StateSpace,02,1,3,NUPN,UNKNOWN
42,AutoFlight,PT,02b,StateSpace,03,15,3,NUPN,UNKNOWN
43,AutoFlight,PT,03a,StateSpace,00,157680,3,NUPN,UNKNOWN
44,AutoFlight,PT,03a,StateSpace,02,1,3,NUPN,UNKNOWN
45,AutoFlight,PT,03a,StateSpace,03,21,3,NUPN,UNKNOWN
46,AutoFlight,PT,03b,StateSpace,00,40962e14,3,NUPN,UNKNOWN
47,AutoFlight,PT,03b,StateSpace,02,1,3,NUPN,UNKNOWN
48,AutoFlight,PT,03b,StateSpace,03,21,3,NUPN,UNKNOWN
49,AutoFlight,PT,04a,StateSpace,00,3332000,3,NUPN,UNKNOWN
50,AutoFlight,PT,04a,StateSpace,02,1,3,NUPN,UNKNOWN
51,AutoFlight,PT,04a,StateSpace,03,27,3,NUPN,UNKNOWN
52,AutoFlight,PT,04b,StateSpace,00,90465e19,3,NUPN,UNKNOWN
53,AutoFlight,PT,04b,StateSpace,02,1,3,NUPN,UNKNOWN
54,AutoFlight,PT,04b,StateSpace,03,27,3,NUPN,UNKNOWN
55,AutoFlight,PT,05a,StateSpace,00,68180000,3,NUPN,UNKNOWN
56,AutoFlight,PT,05a,StateSpace,02,1,3,NUPN,UNKNOWN
57,AutoFlight,PT,05a,StateSpace,03,33,3,NUPN,UNKNOWN
58,AutoFlight,PT,06a,StateSpace,00,1371900000,3,NUPN,UNKNOWN
59,AutoFlight,PT,06a,StateSpace,02,1,3,NUPN,UNKNOWN
60,AutoFlight,PT,06a,StateSpace,03,39,3,NUPN,UNKNOWN
61,BART,PT,002,StateSpace,00,17424,3,GEN,UNKNOWN
62,BART,PT,002,StateSpace,02,1,3,GEN,UNKNOWN
63,BART,PT,002,StateSpace,03,212,3,GEN,UNKNOWN
64,BART,PT,005,StateSpace,00,40075000000,3,GEN,UNKNOWN
65,BART,PT,005,StateSpace,02,1,3,GEN,UNKNOWN
66,BART,PT,005,StateSpace,03,215,3,GEN,UNKNOWN
67,BridgeAndVehicles,PT,V04P05N02,StateSpace,00,2874,3,NONE,UNKNOWN
68,BridgeAndVehicles,PT,V04P05N02,StateSpace,02,5,3,NONE,UNKNOWN
69,BridgeAndVehicles,PT,V04P05N02,StateSpace,03,17,3,NONE,UNKNOWN
70,BridgeAndVehicles,PT,V10P10N10,StateSpace,00,259560,3,NONE,UNKNOWN
71,BridgeAndVehicles,PT,V10P10N10,StateSpace,02,10,3,NONE,UNKNOWN
72,BridgeAndVehicles,PT,V10P10N10,StateSpace,03,34,3,NONE,UNKNOWN
73,BridgeAndVehicles,PT,V20P10N10,StateSpace,00,6732600,3,NONE,UNKNOWN
74,BridgeAndVehicles,PT,V20P10N10,StateSpace,02,20,3,NONE,UNKNOWN
75,BridgeAndVehicles,PT,V20P10N10,StateSpace,03,54,3,NONE,UNKNOWN
76,BridgeAndVehicles,PT,V20P20N10,StateSpace,00,6732600,3,NONE,UNKNOWN
77,BridgeAndVehicles,PT,V20P20N10,StateSpace,02,20,3,NONE,UNKNOWN
78,BridgeAndVehicles,PT,V20P20N10,StateSpace,03,64,3,NONE,UNKNOWN
79,CSRepetitions,PT,02,StateSpace,00,7424,3,NONE,UNKNOWN
80,CSRepetitions,PT,02,StateSpace,02,2,3,NONE,UNKNOWN
81,CSRepetitions,PT,02,StateSpace,03,8,3,NONE,UNKNOWN
82,CSRepetitions,PT,03,StateSpace,00,134070000,3,NONE,UNKNOWN
83,CSRepetitions,PT,03,StateSpace,02,3,3,NONE,UNKNOWN
84,CSRepetitions,PT,03,StateSpace,03,15,3,NONE,UNKNOWN
85,CSRepetitions,PT,04,StateSpace,00,30948000000000,3,NONE,UNKNOWN
86,CSRepetitions,PT,04,StateSpace,02,4,3,NONE,UNKNOWN
87,CSRepetitions,PT,04,StateSpace,03,24,3,NONE,UNKNOWN
88,CircadianClock,PT,000001,StateSpace,00,128,3,GEN,UNKNOWN
89,CircadianClock,PT,000001,StateSpace,02,1,3,GEN,UNKNOWN
90,CircadianClock,PT,000001,StateSpace,03,7,3,GEN,UNKNOWN
91,CircadianClock,PT,000010,StateSpace,00,644200,3,NONE,UNKNOWN
92,CircadianClock,PT,000010,StateSpace,02,10,3,NONE,UNKNOWN
93,CircadianClock,PT,000010,StateSpace,03,52,3,NONE,UNKNOWN
94,CircadianClock,PT,000100,StateSpace,00,42040000000,3,NONE,UNKNOWN
95,CircadianClock,PT,000100,StateSpace,02,100,3,NONE,UNKNOWN
96,CircadianClock,PT,000100,StateSpace,03,502,3,NONE,UNKNOWN
97,CircularTrains,PT,012,StateSpace,00,195,3,NONE,UNKNOWN
98,CircularTrains,PT,012,StateSpace,02,2,3,NONE,UNKNOWN
99,CircularTrains,PT,012,StateSpace,03,12,3,NONE,UNKNOWN
100,CircularTrains,PT,024,StateSpace,00,86515,3,NONE,UNKNOWN
101,CircularTrains,PT,024,StateSpace,02,2,3,NONE,UNKNOWN
102,CircularTrains,PT,024,StateSpace,03,24,3,NONE,UNKNOWN
103,CircularTrains,PT,048,StateSpace,00,23973000000,3,NONE,UNKNOWN
104,CircularTrains,PT,048,StateSpace,02,2,3,NONE,UNKNOWN
105,CircularTrains,PT,048,StateSpace,03,48,3,NONE,UNKNOWN
106,CircularTrains,PT,096,StateSpace,00,25913e17,3,NONE,UNKNOWN
107,CircularTrains,PT,096,StateSpace,02,2,3,NONE,UNKNOWN
108,CircularTrains,PT,096,StateSpace,03,96,3,NONE,UNKNOWN
109,CircularTrains,PT,192,StateSpace,00,42702000000000003e27,3,NONE,UNKNOWN
110,CircularTrains,PT,192,StateSpace,02,2,3,NONE,UNKNOWN
111,CircularTrains,PT,192,StateSpace,03,192,3,NONE,UNKNOWN
112,ClientsAndServers,PT,N0001P0,StateSpace,00,27576,3,NONE,UNKNOWN
113,ClientsAndServers,PT,N0001P0,StateSpace,02,8,3,NONE,UNKNOWN
114,ClientsAndServers,PT,N0001P0,StateSpace,03,25,3,NONE,UNKNOWN
115,ClientsAndServers,PT,N0002P0,StateSpace,00,7081600,3,NONE,UNKNOWN
116,ClientsAndServers,PT,N0002P0,StateSpace,02,16,3,NONE,UNKNOWN
117,ClientsAndServers,PT,N0002P0,StateSpace,03,50,3,NONE,UNKNOWN
118,ClientsAndServers,PT,N0002P1,StateSpace,00,12462000,3,NONE,UNKNOWN
119,ClientsAndServers,PT,N0002P1,StateSpace,02,16,3,NONE,UNKNOWN
120,ClientsAndServers,PT,N0002P1,StateSpace,03,55,3,NONE,UNKNOWN
121,ClientsAndServers,PT,N0005P0,StateSpace,00,125510000000,3,NONE,UNKNOWN
122,ClientsAndServers,PT,N0005P0,StateSpace,02,40,3,NONE,UNKNOWN
123,ClientsAndServers,PT,N0005P0,StateSpace,03,125,3,NONE,UNKNOWN
124,ClientsAndServers,PT,N0005P1,StateSpace,00,211710000000,3,NONE,UNKNOWN
125,ClientsAndServers,PT,N0005P1,StateSpace,02,40,3,NONE,UNKNOWN
126,ClientsAndServers,PT,N0005P1,StateSpace,03,130,3,NONE,UNKNOWN
127,CloudDeployment,PT,2a,StateSpace,00,4807,3,NUPN,UNKNOWN
128,CloudDeployment,PT,2a,StateSpace,02,1,3,NUPN,UNKNOWN
129,CloudDeployment,PT,2a,StateSpace,03,9,3,NUPN,UNKNOWN
130,CloudDeployment,PT,3a,StateSpace,00,190100,3,NUPN,UNKNOWN
131,CloudDeployment,PT,3a,StateSpace,02,1,3,NUPN,UNKNOWN
132,CloudDeployment,PT,3a,StateSpace,03,13,3,NUPN,UNKNOWN
133,CloudDeployment,PT,4a,StateSpace,00,7091000,3,NUPN,UNKNOWN
134,CloudDeployment,PT,4a,StateSpace,02,1,3,NUPN,UNKNOWN
135,CloudDeployment,PT,4a,StateSpace,03,17,3,NUPN,UNKNOWN
136,CloudDeployment,PT,5a,StateSpace,00,248830000,3,NUPN,UNKNOWN
137,CloudDeployment,PT,5a,StateSpace,02,1,3,NUPN,UNKNOWN
