Index,ModelFamily,ModelType,ModelInstance,Examination,ID,Consensus,Solutions,Nupn,FormulaType
1,ARMCacheCoherence,PT,none,CTLCardinality,00,TRUE,3,NUPN,UNKNOWN
2,ARMCacheCoherence,PT,none,CTLCardinality,01,FALSE,3,NUPN,UNKNOWN
3,ARMCacheCoherence,PT,none,CTLCardinality,02,TRUE,3,NUPN,UNKNOWN
4,ARMCacheCoherence,PT,none,CTLCardinality,03,TRUE,3,NUPN,UNKNOWN
5,ARMCacheCoherence,PT,none,CTLCardinality,04,FALSE,3,NUPN,UNKNOWN
6,ARMCacheCoherence,PT,none,CTLCardinality,05,FALSE,3,NUPN,UNKNOWN
7,ARMCacheCoherence,PT,none,CTLCardinality,06,FALSE,3,NUPN,UNKNOWN
8,ARMCacheCoherence,PT,none,CTLCardinality,07,FALSE,3,NUPN,UNKNOWN
9,ARMCacheCoherence,PT,none,CTLCardinality,08,FALSE,3,NUPN,UNKNOWN
10,ARMCacheCoherence,PT,none,CTLCardinality,09,FALSE,3,NUPN,UNKNOWN
11,ARMCacheCoherence,PT,none,CTLCardinality,10,FALSE,3,NUPN,UNKNOWN
12,ARMCacheCoherence,PT,none,CTLCardinality,11,FALSE,3,NUPN,UNKNOWN
13,ARMCacheCoherence,PT,none,CTLCardinality,12,TRUE,3,NUPN,UNKNOWN
14,ARMCacheCoherence,PT,none,CTLCardinality,13,FALSE,3,NUPN,UNKNOWN
15,ARMCacheCoherence,PT,none,CTLCardinality,14,FALSE,3,NUPN,UNKNOWN
16,ARMCacheCoherence,PT,none,CTLCardinality,15,FALSE,3,NUPN,UNKNOWN
17,ASLink,PT,01a,CTLCardinality,00,FALSE,3,NUPN,UNKNOWN
18,ASLink,PT,01a,CTLCardinality,01,FALSE,3,NUPN,UNKNOWN
19,ASLink,PT,01a,CTLCardinality,02,TRUE,3,NUPN,UNKNOWN
20,ASLink,PT,01a,CTLCardinality,03,FALSE,3,NUPN,UNKNOWN
21,ASLink,PT,01a,CTLCardinality,04,FALSE,3,NUPN,UNKNOWN
22,ASLink,PT,01a,CTLCardinality,05,FALSE,3,NUPN,UNKNOWN
23,ASLink,PT,01a,CTLCardinality,06,TRUE,3,NUPN,UNKNOWN
24,ASLink,PT,01a,CTLCardinality,07,FALSE,3,NUPN,UNKNOWN
25,ASLink,PT,01a,CTLCardinality,08,FALSE,3,NUPN,UNKNOWN
