Index,ModelFamily,ModelType,ModelInstance,Examination,ID,Consensus,Solutions,Nupn,FormulaType
1,ARMCacheCoherence,PT,none,ReachabilityDeadlock,00,FALSE,3,NUPN,INV
2,AirplaneLD,COL,0010,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
3,AirplaneLD,COL,0020,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
4,AirplaneLD,COL,0050,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
5,AirplaneLD,COL,0100,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
6,AirplaneLD,COL,0200,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
7,AirplaneLD,COL,0500,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
8,AirplaneLD,COL,1000,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
9,AirplaneLD,COL,2000,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
10,AirplaneLD,COL,4000,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
11,AirplaneLD,PT,0010,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
12,AirplaneLD,PT,0020,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
13,AirplaneLD,PT,0050,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
14,AirplaneLD,PT,0100,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
15,AirplaneLD,PT,0200,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
16,AirplaneLD,PT,0500,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
17,AirplaneLD,PT,1000,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
18,AirplaneLD,PT,2000,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
19,AirplaneLD,PT,4000,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
20,Angiogenesis,PT,01,ReachabilityDeadlock,00,TRUE,3,GEN,CEX
21,Angiogenesis,PT,05,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
22,Angiogenesis,PT,10,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
23,Angiogenesis,PT,15,ReachabilityDeadlock,00,TRUE,2,NONE,CEX
24,Angiogenesis,PT,20,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
25,Angiogenesis,PT,25,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
26,AutoFlight,PT,01a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
27,AutoFlight,PT,01b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
28,AutoFlight,PT,02a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
29,AutoFlight,PT,02b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
30,AutoFlight,PT,03a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
31,AutoFlight,PT,03b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
32,AutoFlight,PT,04a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
33,AutoFlight,PT,04b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
34,AutoFlight,PT,05a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
35,AutoFlight,PT,05b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
36,AutoFlight,PT,06a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
37,AutoFlight,PT,06b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
38,AutoFlight,PT,12a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
39,AutoFlight,PT,12b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
40,AutoFlight,PT,24a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
41,AutoFlight,PT,24b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
42,AutoFlight,PT,48a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
43,AutoFlight,PT,48b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
44,AutoFlight,PT,96a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
45,AutoFlight,PT,96b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
46,BART,COL,002,ReachabilityDeadlock,00,FALSE,1,NONE,INV
47,BART,COL,005,ReachabilityDeadlock,00,FALSE,1,NONE,INV
48,BART,COL,010,ReachabilityDeadlock,00,FALSE,1,NONE,INV
49,BART,COL,020,ReachabilityDeadlock,00,FALSE,1,NONE,INV
50,BART,COL,030,ReachabilityDeadlock,00,FALSE,1,NONE,INV
51,BART,COL,040,ReachabilityDeadlock,00,FALSE,1,NONE,INV
52,BART,COL,050,ReachabilityDeadlock,00,FALSE,1,NONE,INV
53,BART,COL,060,ReachabilityDeadlock,00,FALSE,1,NONE,INV
54,BART,PT,002,ReachabilityDeadlock,00,FALSE,3,GEN,INV
55,BridgeAndVehicles,COL,V04P05N02,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
56,BridgeAndVehicles,COL,V10P10N10,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
57,BridgeAndVehicles,COL,V20P10N10,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
58,BridgeAndVehicles,COL,V20P10N20,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
59,BridgeAndVehicles,COL,V20P20N10,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
60,BridgeAndVehicles,COL,V20P20N20,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
61,BridgeAndVehicles,COL,V20P20N50,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
62,BridgeAndVehicles,PT,V04P05N02,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
63,BridgeAndVehicles,PT,V10P10N10,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
64,BridgeAndVehicles,PT,V20P10N10,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
65,BridgeAndVehicles,PT,V20P10N20,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
66,BridgeAndVehicles,PT,V20P20N10,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
67,BridgeAndVehicles,PT,V20P20N20,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
68,CSRepetitions,COL,02,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
69,CSRepetitions,COL,03,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
70,CSRepetitions,COL,04,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
71,CSRepetitions,COL,05,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
72,CSRepetitions,COL,07,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
73,CSRepetitions,COL,10,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
74,CSRepetitions,PT,02,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
75,CSRepetitions,PT,03,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
76,CSRepetitions,PT,04,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
77,CSRepetitions,PT,05,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
78,CSRepetitions,PT,07,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
79,CSRepetitions,PT,10,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
80,CircadianClock,PT,000001,ReachabilityDeadlock,00,FALSE,3,GEN,INV
81,CircadianClock,PT,000010,ReachabilityDeadlock,00,FALSE,3,NONE,INV
82,CircadianClock,PT,000100,ReachabilityDeadlock,00,FALSE,3,NONE,INV
83,CircadianClock,PT,001000,ReachabilityDeadlock,00,FALSE,3,NONE,INV
84,CircadianClock,PT,010000,ReachabilityDeadlock,00,FALSE,2,NONE,INV
85,CircadianClock,PT,100000,ReachabilityDeadlock,00,FALSE,2,NONE,INV
86,CircularTrains,PT,012,ReachabilityDeadlock,00,FALSE,3,NONE,INV
87,CircularTrains,PT,024,ReachabilityDeadlock,00,FALSE,3,NONE,INV
88,CircularTrains,PT,048,ReachabilityDeadlock,00,FALSE,3,NONE,INV
89,CircularTrains,PT,096,ReachabilityDeadlock,00,FALSE,3,NONE,INV
90,CircularTrains,PT,192,ReachabilityDeadlock,00,FALSE,3,NONE,INV
91,CircularTrains,PT,384,ReachabilityDeadlock,00,FALSE,3,NONE,INV
92,CircularTrains,PT,768,ReachabilityDeadlock,00,FALSE,3,NONE,INV
93,ClientsAndServers,PT,N0001P0,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
94,ClientsAndServers,PT,N0002P0,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
95,ClientsAndServers,PT,N0002P1,ReachabilityDeadlock,00,FALSE,3,NONE,INV
96,ClientsAndServers,PT,N0005P0,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
97,ClientsAndServers,PT,N0005P1,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
98,ClientsAndServers,PT,N0010P0,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
99,ClientsAndServers,PT,N0010P1,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
100,ClientsAndServers,PT,N0010P2,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
101,ClientsAndServers,PT,N0020P0,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
102,ClientsAndServers,PT,N0020P1,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
103,ClientsAndServers,PT,N0020P2,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
104,ClientsAndServers,PT,N0020P3,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
105,ClientsAndServers,PT,N0020P4,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
106,ClientsAndServers,PT,N0050P0,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
107,ClientsAndServers,PT,N0100P0,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
108,ClientsAndServers,PT,N0200P0,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
109,ClientsAndServers,PT,N0500P0,ReachabilityDeadlock,00,TRUE,3,NONE,CEX
110,CloudDeployment,PT,2a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
111,CloudDeployment,PT,2b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
112,CloudDeployment,PT,3a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
113,CloudDeployment,PT,3b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
114,CloudDeployment,PT,4a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
115,CloudDeployment,PT,4b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
116,CloudDeployment,PT,5a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
117,CloudDeployment,PT,5b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
118,CloudDeployment,PT,6a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
119,CloudDeployment,PT,6b,ReachabilityDeadlock,00,TRUE,2,NUPN,CEX
120,CloudDeployment,PT,7a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
121,CloudReconfiguration,PT,301,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
122,CloudReconfiguration,PT,302,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
123,CloudReconfiguration,PT,303,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
124,CloudReconfiguration,PT,304,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
125,CloudReconfiguration,PT,305,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
126,CloudReconfiguration,PT,306,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
127,CloudReconfiguration,PT,307,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
128,CloudReconfiguration,PT,308,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
129,CloudReconfiguration,PT,309,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
130,CloudReconfiguration,PT,310,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
131,CloudReconfiguration,PT,311,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
132,CloudReconfiguration,PT,312,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
133,CloudReconfiguration,PT,313,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
134,CloudReconfiguration,PT,314,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
135,CloudReconfiguration,PT,315,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
136,CloudReconfiguration,PT,316,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
137,CloudReconfiguration,PT,317,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
138,CloudReconfiguration,PT,318,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
139,CloudReconfiguration,PT,319,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
140,CloudReconfiguration,PT,320,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
141,CloudReconfiguration,PT,401,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
142,CloudReconfiguration,PT,402,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
143,DES,PT,00a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
144,DES,PT,00b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
145,DES,PT,01a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
146,DES,PT,01b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
147,DES,PT,02a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
148,DES,PT,02b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
149,DES,PT,05a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
150,DES,PT,05b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
151,DES,PT,10a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
152,DES,PT,10b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
153,DES,PT,20a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
154,DES,PT,20b,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
155,DES,PT,30a,ReachabilityDeadlock,00,TRUE,3,NUPN,CEX
